Date,Close
1/3/18,15201
1/4/18,15599.2
1/5/18,17429.5
1/6/18,17527
1/7/18,16477.6
1/8/18,15170.1
1/9/18,14595.4
1/10/18,14973.3
1/11/18,13405.8
1/12/18,13980.6
1/13/18,14360.2
1/14/18,13772
1/15/18,13819.8
1/16/18,11490.5
1/17/18,11188.6
1/18/18,11474.9
1/19/18,11607.4
1/20/18,12899.2
1/21/18,11600.1
1/22/18,10931.4
1/23/18,10868.4
1/24/18,11359.4
1/25/18,11259.4
1/26/18,11171.4
1/27/18,11440.7
1/28/18,11786.3
1/29/18,11296.4
1/30/18,10106.3
1/31/18,10221.1
2/1/18,9170.54
2/2/18,8830.75
2/3/18,9174.91
2/4/18,8277.01
2/5/18,6955.27
2/6/18,7754
2/7/18,7621.3
2/8/18,8265.59
2/9/18,8736.98
2/10/18,8621.9
2/11/18,8129.97
2/12/18,8926.57
2/13/18,8598.31
2/14/18,9494.63
2/15/18,10166.4
2/16/18,10233.9
2/17/18,11112.7
2/18/18,10551.8
2/19/18,11225.3
2/20/18,11403.7
2/21/18,10690.4
2/22/18,10005
2/23/18,10301.1
2/24/18,9813.07
2/25/18,9664.73
2/26/18,10366.7
2/27/18,10725.6
2/28/18,10397.9
3/1/18,10951
3/2/18,11086.4
3/3/18,11489.7
3/4/18,11512.6
3/5/18,11573.3
3/6/18,10779.9
3/7/18,9965.57
3/8/18,9395.01
3/9/18,9337.55
3/10/18,8866
3/11/18,9578.63
3/12/18,9205.12
3/13/18,9194.85
3/14/18,8269.81
3/15/18,8300.86
3/16/18,8338.35
3/17/18,7916.88
3/18/18,8223.68
3/19/18,8630.65
3/20/18,8913.47
3/21/18,8929.28
3/22/18,8728.47
3/23/18,8879.62
3/24/18,8668.12
3/25/18,8495.78
3/26/18,8209.4
3/27/18,7833.04
3/28/18,7954.48
3/29/18,7165.7
3/30/18,6890.52
3/31/18,6973.53
4/1/18,6844.23
4/2/18,7083.8
4/3/18,7456.11
4/4/18,6853.84
4/5/18,6811.47
4/6/18,6636.32
4/7/18,6911.09
4/8/18,7023.52
4/9/18,6770.73
4/10/18,6834.76
4/11/18,6968.32
4/12/18,7889.25
4/13/18,7895.96
4/14/18,7986.24
4/15/18,8329.11
4/16/18,8058.67
4/17/18,7902.09
4/18/18,8163.42
4/19/18,8294.31
4/20/18,8845.83
4/21/18,8895.58
4/22/18,8802.46
4/23/18,8930.88
4/24/18,9697.5
4/25/18,8845.74
4/26/18,9281.51
4/27/18,8987.05
4/28/18,9348.48
4/29/18,9419.08
4/30/18,9240.55
5/1/18,9119.01
5/2/18,9235.92
5/3/18,9743.86
5/4/18,9700.76
5/5/18,9858.15
5/6/18,9654.8
5/7/18,9373.01
5/8/18,9234.82
5/9/18,9325.18
5/10/18,9043.94
5/11/18,8441.49
5/12/18,8504.89
5/13/18,8723.94
5/14/18,8716.79
5/15/18,8510.38
5/16/18,8368.83
5/17/18,8094.32
5/18/18,8250.97
5/19/18,8247.18
5/20/18,8513.25
5/21/18,8418.99
5/22/18,8041.78
5/23/18,7557.82
5/24/18,7587.34
5/25/18,7480.14
5/26/18,7355.88
5/27/18,7368.22
5/28/18,7135.99
5/29/18,7472.59
5/30/18,7406.52
5/31/18,7494.17
6/1/18,7541.45
6/2/18,7643.45
6/3/18,7720.25
6/4/18,7514.47
6/5/18,7633.76
6/6/18,7653.98
6/7/18,7678.24
6/8/18,7624.92
6/9/18,7531.98
6/10/18,6786.02
6/11/18,6906.92
6/12/18,6582.36
6/13/18,6349.9
6/14/18,6675.35
6/15/18,6456.58
6/16/18,6550.16
6/17/18,6499.27
6/18/18,6734.82
6/19/18,6769.94
6/20/18,6776.55
6/21/18,6729.74
6/22/18,6083.69
6/23/18,6162.48
6/24/18,6173.23
6/25/18,6249.18
6/26/18,6093.67
6/27/18,6157.13
6/28/18,5903.44
6/29/18,6218.3
6/30/18,6404
7/1/18,6385.82
7/2/18,6614.18
7/3/18,6529.59
7/4/18,6597.55
7/5/18,6639.14
7/6/18,6673.5
7/7/18,6856.93
7/8/18,6773.88
7/9/18,6741.75
7/10/18,6329.95
7/11/18,6394.71
7/12/18,6228.81
7/13/18,6238.05
7/14/18,6276.12
7/15/18,6359.64
7/16/18,6741.75
7/17/18,7321.04
7/18/18,7370.78
7/19/18,7466.86
7/20/18,7354.13
7/21/18,7419.29
7/22/18,7418.49
7/23/18,7711.11
7/24/18,8424.27
7/25/18,8181.39
7/26/18,7951.58
7/27/18,8165.01
7/28/18,8192.15
7/29/18,8218.46
7/30/18,8180.48
7/31/18,7780.44
8/1/18,7624.91
8/2/18,7567.15
8/3/18,7434.39
8/4/18,7032.85
8/5/18,7068.48
8/6/18,6951.8
8/7/18,6753.12
8/8/18,6305.8
8/9/18,6568.23
8/10/18,6184.71
8/11/18,6295.73
8/12/18,6322.69
8/13/18,6297.57
8/14/18,6199.71
8/15/18,6308.52
8/16/18,6334.73
8/17/18,6580.63
8/18/18,6423.76
8/19/18,6506.07
8/20/18,6308.53
8/21/18,6488.76
8/22/18,6376.71
8/23/18,6534.88
8/24/18,6719.96
8/25/18,6763.19
8/26/18,6707.26
8/27/18,6884.64
8/28/18,7096.28
8/29/18,7047.16
8/30/18,6978.23
8/31/18,7037.58
9/1/18,7193.25
9/2/18,7272.72
9/3/18,7260.06
9/4/18,7361.66
9/5/18,6792.83
9/6/18,6529.17
9/7/18,6467.07
9/8/18,6225.98
9/9/18,6300.86
9/10/18,6329.7
9/11/18,6321.2
9/12/18,6351.8
9/13/18,6517.31
9/14/18,6512.71
9/15/18,6543.2
9/16/18,6517.18
9/17/18,6281.2
9/18/18,6371.3
9/19/18,6398.54
9/20/18,6519.67
9/21/18,6734.95
9/22/18,6721.98
9/23/18,6710.63
9/24/18,6595.41
9/25/18,6446.47
9/26/18,6495
9/27/18,6676.75
9/28/18,6644.13
9/29/18,6601.96
9/30/18,6625.56
10/1/18,6589.62
10/2/18,6556.1
10/3/18,6502.59
10/4/18,6576.69
10/5/18,6622.48
10/6/18,6588.31
10/7/18,6602.95
10/8/18,6652.23
10/9/18,6642.64
10/10/18,6585.53
10/11/18,6256.24
10/12/18,6274.58
10/13/18,6285.99
10/14/18,6290.93
10/15/18,6596.54
10/16/18,6596.11
10/17/18,6544.43
10/18/18,6476.71
10/19/18,6465.41
10/20/18,6489.19
10/21/18,6482.35
10/22/18,6487.16
10/23/18,6475.74
10/24/18,6495.84
10/25/18,6476.29
10/26/18,6474.75
10/27/18,6480.38
10/28/18,6486.39
10/29/18,6332.63
10/30/18,6334.27
10/31/18,6317.61
11/1/18,6377.78
11/2/18,6388.44
11/3/18,6361.26
11/4/18,6376.13
11/5/18,6419.66
11/6/18,6461.01
11/7/18,6530.14
11/8/18,6453.72
11/9/18,6385.62
11/10/18,6409.22
11/11/18,6411.27
11/12/18,6371.27
11/13/18,6359.49
11/14/18,5738.35
11/15/18,5648.03
11/16/18,5575.55
11/17/18,5554.33
11/18/18,5623.54
11/19/18,4871.49
11/20/18,4451.87
11/21/18,4602.17
11/22/18,4365.94
11/23/18,4347.11
11/24/18,3880.76
11/25/18,4009.97
11/26/18,3779.13
11/27/18,3820.72
11/28/18,4257.42
11/29/18,4278.85
11/30/18,4017.27
12/1/18,4214.67
12/2/18,4139.88
12/3/18,3894.13
12/4/18,3956.89
12/5/18,3753.99
12/6/18,3521.1
12/7/18,3419.94
12/8/18,3476.11
12/9/18,3614.23
12/10/18,3502.66
12/11/18,3424.59
12/12/18,3486.95
12/13/18,3313.68
12/14/18,3242.48
12/15/18,3236.76
12/16/18,3252.84
12/17/18,3545.86
12/18/18,3696.06
12/19/18,3745.95
12/20/18,4134.44
12/21/18,3896.54
12/22/18,4014.18
12/23/18,3998.98
12/24/18,4078.6
12/25/18,3815.49
12/26/18,3857.3
12/27/18,3654.83
12/28/18,3923.92
12/29/18,3820.41
12/30/18,3865.95
12/31/18,3742.7
1/1/19,3843.52
1/2/19,3943.41
1/3/19,3836.74
1/4/19,3857.72
1/5/19,3845.19
1/6/19,4076.63
1/7/19,4025.25
1/8/19,4030.85
1/9/19,4035.3
1/10/19,3678.92
1/11/19,3687.37
1/12/19,3661.3
1/13/19,3552.95
1/14/19,3706.05
1/15/19,3630.68
1/16/19,3655.01
1/17/19,3678.56
1/18/19,3657.84
1/19/19,3728.57
1/20/19,3601.01
1/21/19,3576.03
1/22/19,3604.58
1/23/19,3585.12
1/24/19,3600.87
1/25/19,3599.77
1/26/19,3602.46
1/27/19,3583.97
1/28/19,3470.45
1/29/19,3448.12
1/30/19,3486.18
1/31/19,3457.79
2/1/19,3487.95
2/2/19,3521.06
2/3/19,3464.01
2/4/19,3459.15
2/5/19,3466.36
2/6/19,3413.77
2/7/19,3399.47
2/8/19,3666.78
2/9/19,3671.2
2/10/19,3690.19
2/11/19,3648.43
2/12/19,3653.53
2/13/19,3632.07
2/14/19,3616.88
2/15/19,3620.81
2/16/19,3629.79
2/17/19,3673.84
2/18/19,3915.71
2/19/19,3947.09
2/20/19,3999.82
2/21/19,3954.12
2/22/19,4005.53
2/23/19,4142.53
2/24/19,3810.43
2/25/19,3882.7
2/26/19,3854.36
2/27/19,3851.05
2/28/19,3854.79
3/1/19,3859.58
3/2/19,3864.42
3/3/19,3847.18
3/4/19,3761.56
3/5/19,3896.38
3/6/19,3903.94
3/7/19,3911.48
3/8/19,3901.13
3/9/19,3963.31
3/10/19,3951.6
3/11/19,3905.23
3/12/19,3909.16
3/13/19,3906.72
3/14/19,3924.37
3/15/19,3960.91
3/16/19,4048.73
3/17/19,4025.23
3/18/19,4032.51
3/19/19,4071.19
3/20/19,4087.48
3/21/19,4029.33
3/22/19,4023.97
3/23/19,4035.83
3/24/19,4022.17
3/25/19,3963.07
3/26/19,3985.08
3/27/19,4087.07
3/28/19,4069.11
3/29/19,4098.37
3/30/19,4106.66
3/31/19,4105.4
4/1/19,4158.18
4/2/19,4879.88
4/3/19,4973.02
4/4/19,4922.8
4/5/19,5036.68
4/6/19,5059.82
4/7/19,5198.9
4/8/19,5289.77
4/9/19,5204.96
4/10/19,5324.55
4/11/19,5064.49
4/12/19,5089.54
4/13/19,5096.59
4/14/19,5167.72
4/15/19,5067.11
4/16/19,5235.56
4/17/19,5251.94
4/18/19,5298.39
4/19/19,5303.81
4/20/19,5337.89
4/21/19,5314.53
4/22/19,5399.37
4/23/19,5572.36
4/24/19,5464.87
4/25/19,5210.52
4/26/19,5279.35
4/27/19,5268.29
4/28/19,5285.14
4/29/19,5247.35
4/30/19,5350.73
5/1/19,5402.7
5/2/19,5505.28
5/3/19,5768.29
5/4/19,5831.17
5/5/19,5795.71
5/6/19,5746.81
5/7/19,5829.5
5/8/19,5982.46
5/9/19,6174.53
5/10/19,6378.85
5/11/19,7204.77
5/12/19,6972.37
5/13/19,7814.92
5/14/19,7994.42
5/15/19,8205.17
5/16/19,7884.91
5/17/19,7343.9
5/18/19,7271.21
5/19/19,8197.69
5/20/19,7978.31
5/21/19,7963.33
5/22/19,7680.07
5/23/19,7881.85
5/24/19,7987.37
5/25/19,8052.54
5/26/19,8673.22
5/27/19,8805.78
5/28/19,8719.96
5/29/19,8659.49
5/30/19,8319.47
5/31/19,8574.5
6/1/19,8564.02
6/2/19,8742.96
6/3/19,8209
6/4/19,7707.77
6/5/19,7824.23
6/6/19,7822.02
6/7/19,8043.95
6/8/19,7954.13
6/9/19,7688.08
6/10/19,8000.33
6/11/19,7927.71
6/12/19,8145.86
6/13/19,8230.92
6/14/19,8693.83
6/15/19,8838.38
6/16/19,8994.49
6/17/19,9320.35
6/18/19,9081.76
6/19/19,9273.52
6/20/19,9527.16
6/21/19,10144.56
6/22/19,10701.69
6/23/19,10855.37
6/24/19,11011.1
6/25/19,11790.92
6/26/19,13016.23
6/27/19,11182.81
6/28/19,12407.33
6/29/19,11959.37
6/30/19,10817.16
7/1/19,10583.13
7/2/19,10801.68
7/3/19,11961.27
7/4/19,11215.44
7/5/19,10978.46
7/6/19,11208.55
7/7/19,11450.85
7/8/19,12285.96
7/9/19,12573.81
7/10/19,12156.51
7/11/19,11358.66
7/12/19,11815.99
7/13/19,11392.38
7/14/19,10256.06
7/15/19,10895.09
7/16/19,9477.64
7/17/19,9693.8
7/18/19,10666.48
7/19/19,10530.73
7/20/19,10767.14
7/21/19,10599.11
7/22/19,10343.11
7/23/19,9900.77
7/24/19,9811.93
7/25/19,9911.84
7/26/19,9870.3
7/27/19,9477.68
7/28/19,9552.86
7/29/19,9519.15
7/30/19,9607.42
7/31/19,10085.63
8/1/19,10399.67
8/2/19,10518.17
8/3/19,10821.73
8/4/19,10970.18
8/5/19,11805.65
8/6/19,11478.17
8/7/19,11941.97
8/8/19,11966.41
8/9/19,11862.94
8/10/19,11354.02
8/11/19,11523.58
8/12/19,11382.62
8/13/19,10895.83
8/14/19,10051.7
8/15/19,10311.55
8/16/19,10374.34
8/17/19,10231.74
8/18/19,10345.81
8/19/19,10916.05
8/20/19,10763.23
8/21/19,10138.05
8/22/19,10131.06
8/23/19,10407.96
8/24/19,10159.96
8/25/19,10138.52
8/26/19,10370.82
8/27/19,10185.5
8/28/19,9754.42
8/29/19,9510.2
8/30/19,9598.17
8/31/19,9630.66
9/1/19,9757.97
9/2/19,10346.76
9/3/19,10623.54
9/4/19,10594.49
9/5/19,10575.53
9/6/19,10353.3
9/7/19,10517.25
9/8/19,10441.28
9/9/19,10334.97
9/10/19,10115.98
9/11/19,10178.37
9/12/19,10410.13
9/13/19,10360.55
9/14/19,10358.05
9/15/19,10347.71
9/16/19,10276.79
9/17/19,10241.27
9/18/19,10198.25
9/19/19,10266.42
9/20/19,10181.64
9/21/19,10019.72
9/22/19,10070.39
9/23/19,9729.32
9/24/19,8620.57
9/25/19,8486.99
9/26/19,8118.97
9/27/19,8251.85
9/28/19,8245.92
9/29/19,8104.19
9/30/19,8293.87
10/1/19,8343.28
10/2/19,8393.04
10/3/19,8259.99
10/4/19,8205.94
10/5/19,8151.5
10/6/19,7988.16
10/7/19,8245.62
10/8/19,8228.78
10/9/19,8595.74
10/10/19,8586.47
10/11/19,8321.76
10/12/19,8336.56
10/13/19,8321.01
10/14/19,8374.69
10/15/19,8205.37
10/16/19,8047.53
10/17/19,8103.91
10/18/19,7973.21
10/19/19,7988.56
10/20/19,8222.08
10/21/19,8243.72
10/22/19,8078.2
10/23/19,7514.67
10/24/19,7493.49
10/25/19,8660.7
10/26/19,9244.97
10/27/19,9551.71
10/28/19,9256.15
10/29/19,9427.69
10/30/19,9205.73
10/31/19,9199.58
11/1/19,9261.1
11/2/19,9324.72
11/3/19,9235.35
11/4/19,9412.61
11/5/19,9342.53
11/6/19,9360.88
11/7/19,9267.56
11/8/19,8804.88
11/9/19,8813.58
11/10/19,9055.53
11/11/19,8757.79
11/12/19,8815.66
11/13/19,8808.26
11/14/19,8708.09
11/15/19,8491.99
11/16/19,8550.76
11/17/19,8577.98
11/18/19,8309.29
11/19/19,8206.15
11/20/19,8027.27
11/21/19,7642.75
11/22/19,7296.58
11/23/19,7397.8
11/24/19,7047.92
11/25/19,7146.13
11/26/19,7218.37
11/27/19,7531.66
11/28/19,7463.11
11/29/19,7761.24
11/30/19,7569.63
12/1/19,7424.29
12/2/19,7321.99
12/3/19,7320.15
12/4/19,7252.03
12/5/19,7448.31
12/6/19,7547
12/7/19,7556.24
12/8/19,7564.35
12/9/19,7400.9
12/10/19,7278.12
12/11/19,7217.43
12/12/19,7243.13
12/13/19,7269.68
12/14/19,7124.67
12/15/19,7152.3
12/16/19,6932.48
12/17/19,6640.52
12/18/19,7276.8
12/19/19,7202.84
12/20/19,7218.82
12/21/19,7191.16
12/22/19,7511.59
12/23/19,7355.63
12/24/19,7322.53
12/25/19,7275.16
12/26/19,7238.97
12/27/19,7290.09
12/28/19,7317.99
12/29/19,7422.65
12/30/19,7293
12/31/19,7193.6
1/1/20,7200.17
1/2/20,6985.47
1/3/20,7344.88
1/4/20,7410.66
1/5/20,7411.32
1/6/20,7769.22
1/7/20,8163.69
1/8/20,8079.86
1/9/20,7879.07
1/10/20,8166.55
1/11/20,8037.54
1/12/20,8192.49
1/13/20,8144.19
1/14/20,8827.76
1/15/20,8807.01
1/16/20,8723.79
1/17/20,8929.04
1/18/20,8942.81
1/19/20,8706.25
1/20/20,8657.64
1/21/20,8745.89
1/22/20,8680.88
1/23/20,8406.52
1/24/20,8445.43
1/25/20,8367.85
1/26/20,8596.83
1/27/20,8909.82
1/28/20,9358.59
1/29/20,9316.63
1/30/20,9508.99
1/31/20,9350.53
2/1/20,9392.88
2/2/20,9344.37
2/3/20,9293.52
2/4/20,9180.96
2/5/20,9613.42
2/6/20,9729.8
2/7/20,9795.94
2/8/20,9865.12
2/9/20,10116.67
2/10/20,9856.61
2/11/20,10208.24
2/12/20,10326.05
2/13/20,10214.38
2/14/20,10312.12
2/15/20,9889.42
2/16/20,9934.43
2/17/20,9690.14
2/18/20,10142
2/19/20,9633.39
2/20/20,9608.48
2/21/20,9686.44
2/22/20,9663.18
2/23/20,9924.52
2/24/20,9650.17
2/25/20,9341.71
2/26/20,8820.52
2/27/20,8784.49
2/28/20,8672.46
2/29/20,8599.51
3/1/20,8562.45
3/2/20,8869.67
3/3/20,8787.79
3/4/20,8755.25
3/5/20,9078.76
3/6/20,9122.55
3/7/20,8909.95
3/8/20,8108.12
3/9/20,7923.64
3/10/20,7909.73
3/11/20,7911.43
3/12/20,4970.79
3/13/20,5563.71
3/14/20,5200.37
3/15/20,5392.31
3/16/20,5014.48
3/17/20,5225.63
3/18/20,5238.44
3/19/20,6191.19
3/20/20,6198.78
3/21/20,6185.07
3/22/20,5830.25
3/23/20,6416.31
3/24/20,6734.8
3/25/20,6681.06
3/26/20,6716.44
3/27/20,6469.8
3/28/20,6242.19
3/29/20,5922.04
3/30/20,6429.84
3/31/20,6438.64
4/1/20,6606.78
4/2/20,6793.62
4/3/20,6733.39
4/4/20,6867.53
4/5/20,6791.13
4/6/20,7271.78
4/7/20,7176.41
4/8/20,7334.1
4/9/20,7302.09
4/10/20,6865.49
4/11/20,6859.08
4/12/20,6971.09
4/13/20,6845.04
4/14/20,6842.43
4/15/20,6642.11
4/16/20,7116.8
4/18/20,7257.67
4/19/20,7189.42
4/20/20,6881.96
4/21/20,6880.32
4/22/20,7117.21
4/23/20,7429.72
4/24/20,7550.9
4/25/20,7569.94
4/26/20,7679.87
4/27/20,7795.6
4/28/20,7807.06
4/29/20,8801.04
4/30/20,8658.55
5/1/20,8864.77
5/2/20,8988.6
5/3/20,8897.47
5/4/20,8912.65
5/5/20,9003.07
5/6/20,9268.76
5/7/20,9951.52
5/8/20,9842.67
5/9/20,9593.9
5/10/20,8756.43
5/11/20,8601.8
5/12/20,8804.48
5/13/20,9269.99
5/14/20,9733.72
5/15/20,9328.2
5/16/20,9377.01
5/17/20,9670.74
5/18/20,9726.58
5/19/20,9729.04
5/20/20,9522.98
5/21/20,9081.76
5/22/20,9182.58
5/23/20,9209.29
5/24/20,8790.37
5/25/20,8906.93
5/26/20,8835.05
5/27/20,9181.02
5/28/20,9525.75
5/29/20,9439.12
5/30/20,9700.41
5/31/20,9461.06
6/1/20,10167.27
6/2/20,9529.8
6/3/20,9656.72
6/4/20,9800.64
6/5/20,9665.53
6/6/20,9653.68
6/7/20,9758.85
6/8/20,9771.49
6/9/20,9795.7
6/10/20,9870.09
6/11/20,9321.78
6/12/20,9480.84
6/13/20,9475.28
6/14/20,9386.79
6/15/20,9450.7
6/16/20,9538.02
6/17/20,9480.25
6/18/20,9411.84
6/19/20,9288.02
6/20/20,9332.34
6/21/20,9303.63
6/22/20,9648.72
6/23/20,9629.66
6/24/20,9313.61
6/25/20,9264.81
6/26/20,9162.92
6/27/20,9045.39
6/28/20,9143.58
6/29/20,9190.85
6/30/20,9137.99
7/1/20,9228.33
7/2/20,9123.41
7/3/20,9087.3
7/4/20,9132.49
7/5/20,9073.94
7/6/20,9375.47
7/7/20,9252.28
7/8/20,9428.33
7/9/20,9277.97
7/10/20,9278.81
7/11/20,9240.35
7/12/20,9276.5
7/13/20,9243.61
7/14/20,9243.21
7/15/20,9192.84
7/16/20,9132.23
7/17/20,9151.39
7/18/20,9159.04
7/19/20,9185.82
7/20/20,9164.23
7/21/20,9374.89
7/22/20,9525.36
7/23/20,9581.07
7/24/20,9536.89
7/25/20,9677.11
7/26/20,9905.17
7/27/20,10990.87
7/28/20,10912.82
7/29/20,11100.47
7/30/20,11111.21
7/31/20,11323.47
8/1/20,11759.59
8/2/20,11053.61
8/3/20,11246.35
8/4/20,11205.89
8/5/20,11747.02
8/6/20,11779.77
8/7/20,11601.47
8/8/20,11754.05
8/9/20,11675.74
8/10/20,11878.11
8/11/20,11410.53
8/12/20,11584.93
8/13/20,11784.14
8/14/20,11768.87
8/15/20,11865.7
8/16/20,11892.8
8/17/20,12254.4
8/18/20,11991.23
8/19/20,11758.28
8/20/20,11878.37
8/21/20,11592.49
8/22/20,11681.83
8/23/20,11664.85
8/24/20,11774.6
8/25/20,11366.13
8/26/20,11488.36
8/27/20,11323.4
8/28/20,11542.5
8/29/20,11506.87
8/30/20,11711.51
8/31/20,11680.82
9/1/20,11970.48
9/2/20,11414.03
9/3/20,10245.3
9/4/20,10511.81
9/5/20,10169.57
9/6/20,10280.35
9/7/20,10369.56
9/8/20,10131.52
9/9/20,10242.35
9/10/20,10363.14
9/11/20,10400.92
9/12/20,10442.17
9/13/20,10323.76
9/14/20,10680.84
9/15/20,10796.95
9/16/20,10974.91
9/17/20,10948.99
9/18/20,10944.59
9/19/20,11094.35
9/20/20,10938.27
9/21/20,10462.26
9/22/20,10538.46
9/23/20,10225.86
9/24/20,10745.55
9/25/20,10702.29
9/26/20,10754.44
9/27/20,10774.43
9/28/20,10721.33
9/29/20,10848.83
9/30/20,10787.62
10/1/20,10623.33
10/2/20,10585.16
10/3/20,10565.49
10/4/20,10684.43
10/5/20,10804
10/6/20,10621.66
10/7/20,10679.14
10/8/20,10923.63
10/10/20,11296.36
10/11/20,11384.18
10/14/20,11429.51
10/15/20,11495.35
10/16/20,11322.12
10/17/20,11358.1
10/18/20,11483.36
10/19/20,11742.04
10/20/20,11916.33
10/21/20,12823.69
10/22/20,12965.89
10/23/20,12931.54
10/24/20,13108.06
10/25/20,13031.17
10/26/20,13075.25
10/27/20,13654.22
10/28/20,13271.29
10/29/20,13437.88
10/30/20,13546.52
10/31/20,13781
11/1/20,13737.11
11/2/20,13550.49
11/3/20,13950.3
11/4/20,14133.71
11/5/20,15579.85
11/6/20,15565.88
11/7/20,14833.75
11/8/20,15479.57
11/9/20,15332.32
11/10/20,15290.9
11/11/20,15701.34
11/12/20,16276.34
11/13/20,16317.81
11/14/20,16068.14
11/15/20,15955.59
11/16/20,16716.11
11/17/20,17645.41
11/18/20,17804.01
11/19/20,17817.09
11/20/20,18621.31
11/21/20,18642.23
11/22/20,18370
11/23/20,18364.12
11/24/20,19107.46
11/25/20,18732.12
11/26/20,17150.62
11/27/20,17108.4
11/28/20,17717.41
11/29/20,18177.48
11/30/20,19625.84
12/1/20,18803
12/2/20,19201.09
12/3/20,19445.4
12/4/20,18699.77
12/5/20,19154.23
12/6/20,19345.12
12/7/20,19191.63
12/8/20,18321.14
12/9/20,18553.92
12/10/20,18264.99
12/11/20,18058.9
12/12/20,18803.66
12/13/20,19142.38
12/14/20,19246.64
12/15/20,19417.08
12/16/20,21310.6
12/17/20,22805.16
12/18/20,23137.96
12/19/20,23869.83
12/20/20,23477.29
12/21/20,22803.08
12/22/20,23783.03
12/23/20,23241.35
12/24/20,23735.95
12/25/20,24664.79
12/26/20,26437.04
12/27/20,26272.29
12/28/20,27084.81
12/29/20,27362.44
12/30/20,28840.95
12/31/20,29001.72
1/1/21,29374.15
1/2/21,32127.27
1/3/21,32782.02
1/4/21,31971.91
1/5/21,33992.43
1/6/21,36824.36
1/7/21,39371.04
1/8/21,40797.61
1/9/21,40254.55
1/10/21,38356.44
1/11/21,35566.66
1/12/21,33922.96
1/13/21,37316.36
1/14/21,39187.33
1/15/21,36825.37
1/16/21,36178.14
1/17/21,35791.28
